,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,employer,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
0,40244695,False,Data Scientist,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': 260000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,"{'id': '2223982', 'name': 'РАБЛЗ', 'url': 'https://api.hh.ru/employers/2223982', 'alternate_url': 'https://hh.ru/employer/2223982', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1738679.png', 'original': 'https://hhcdn.ru/employer-logo-original/324081.png', '90': 'https://hhcdn.ru/employer-logo/1738678.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2223982', 'trusted': True}",2020-11-08T17:40:17+0300,2020-11-08T17:40:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=40244695,,https://api.hh.ru/vacancies/40244695?host=hh.ru,https://hh.ru/vacancy/40244695,[],"{'requirement': 'п.). Опыт работы с задачами клиентской <highlighttext>аналитики</highlighttext> (рекомендательные системы, next best action/offer, сегментация клиентов, предсказание оттока, кредитный скоринг и...', 'responsibility': 'Извлечение бизнес-ценности из данных (python, ml, sql и др.). Глубокое обсуждение задач, гипотез и подходов совместно с коллегами и...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
1,40296428,False,Data scientist,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': None, 'metro': {'station_name': 'Петроградская', 'line_name': 'Московско-Петроградская', 'station_id': '15.215', 'line_id': '15', 'lat': 59.966389, 'lng': 30.311293}, 'metro_stations': [{'station_name': 'Петроградская', 'line_name': 'Московско-Петроградская', 'station_id': '15.215', 'line_id': '15', 'lat': 59.966389, 'lng': 30.311293}], 'id': '3730196'}",,,"{'id': '3367342', 'name': 'AIPeople', 'url': 'https://api.hh.ru/employers/3367342', 'alternate_url': 'https://hh.ru/employer/3367342', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/732702.jpg', '240': 'https://hhcdn.ru/employer-logo/3371885.jpeg', '90': 'https://hhcdn.ru/employer-logo/3371884.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3367342', 'trusted': True}",2020-11-09T14:19:50+0300,2020-11-09T14:19:50+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=40296428,,https://api.hh.ru/vacancies/40296428?host=hh.ru,https://hh.ru/vacancy/40296428,[],"{'requirement': 'Опыт работы в качестве Machine learning engineer / <highlighttext>Data</highlighttext> <highlighttext>scientist</highlighttext>. Навыки системного и статистического анализа. Опыт моделирования физических и экономических процессов.', 'responsibility': 'Формирование, поддержка и развитие моделей машинного обучения в области финансовых рынков. Предобработка и подготовка данных. Построение признаков (feature engineering). '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
2,40005967,False,ML Engineer / Data Scientist,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Тверская улица', 'building': '28к2', 'description': None, 'lat': 55.769428, 'lng': 37.598959, 'raw': 'Москва, Тверская улица, 28к2', 'metro': {'station_name': 'Маяковская', 'line_name': 'Замоскворецкая', 'station_id': '2.80', 'line_id': '2', 'lat': 55.769808, 'lng': 37.596192}, 'metro_stations': [{'station_name': 'Маяковская', 'line_name': 'Замоскворецкая', 'station_id': '2.80', 'line_id': '2', 'lat': 55.769808, 'lng': 37.596192}], 'id': '2849239'}",,,"{'id': '2845847', 'name': 'Адаперио', 'url': 'https://api.hh.ru/employers/2845847', 'alternate_url': 'https://hh.ru/employer/2845847', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/2132878.png', 'original': 'https://hhcdn.ru/employer-logo-original/422701.png', '240': 'https://hhcdn.ru/employer-logo/2132879.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2845847', 'trusted': True}",2020-11-10T15:16:07+0300,2020-11-10T15:16:07+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=40005967,,https://api.hh.ru/vacancies/40005967?host=hh.ru,https://hh.ru/vacancy/40005967,[],"{'requirement': 'Опыт работы хотя бы с одним ML-фреймворком (tensorflow, sklearn,keras и т.д.). Уверенное знание SQL. Знание современных алгоритмов...', 'responsibility': 'Поиск и анализ скрытых закономерностей в больших массивах данных, предиктивная <highlighttext>аналитика</highlighttext>. Дизайн, разработка и тюнинг моделей машинного обучения.. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
3,39145689,False,Data scientist,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}",,,,"{'id': '2618793', 'name': 'Перфект Арт', 'url': 'https://api.hh.ru/employers/2618793', 'alternate_url': 'https://hh.ru/employer/2618793', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2664426.png', '90': 'https://hhcdn.ru/employer-logo/2664425.png', 'original': 'https://hhcdn.ru/employer-logo-original/555738.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2618793', 'trusted': True}",2020-11-09T14:21:19+0300,2020-11-09T14:21:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=39145689,,https://api.hh.ru/vacancies/39145689?host=hh.ru,https://hh.ru/vacancy/39145689,[],"{'requirement': 'Знание математики (мат статистика, численные методы). Уверенное владение языками Python или R, опыт работы с пакетами-библиотеками применительно к анализу...', 'responsibility': '...больших данных, machine learning, имитационное моделирование сложных систем и визуальной <highlighttext>аналитики</highlighttext>. Предполагается участие в разработке ряда продуктов компании: Построением системы...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
4,40333674,False,Lead Data Scientist,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': None, 'to': 500000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,"{'id': '2223982', 'name': 'РАБЛЗ', 'url': 'https://api.hh.ru/employers/2223982', 'alternate_url': 'https://hh.ru/employer/2223982', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1738679.png', 'original': 'https://hhcdn.ru/employer-logo-original/324081.png', '90': 'https://hhcdn.ru/employer-logo/1738678.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2223982', 'trusted': True}",2020-11-10T22:12:34+0300,2020-11-10T22:12:34+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=40333674,,https://api.hh.ru/vacancies/40333674?host=hh.ru,https://hh.ru/vacancy/40333674,[],"{'requirement': 'Приоритеты.', 'responsibility': 'Следить за тем, чтобы в продукте не было белых пятен. Писать код и тесты. Проводить ревью. Заниматься <highlighttext>аналитикой</highlighttext>, построением моделей...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
5,40203297,False,Data scientist/Бизнес-аналитик (Junior/Middle) в консалтинг,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Калужско-Рижская линия', 'building': 'метро Ленинский проспект', 'description': None, 'lat': 55.707202, 'lng': 37.585583, 'raw': 'Москва, Калужско-Рижская линия, метро Ленинский проспект', 'metro': None, 'metro_stations': [], 'id': '2448347'}",,,"{'id': '2724615', 'name': 'БСТ Менеджмент-Консалтинг', 'url': 'https://api.hh.ru/employers/2724615', 'alternate_url': 'https://hh.ru/employer/2724615', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2030643.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/397097.jpg', '90': 'https://hhcdn.ru/employer-logo/2030642.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2724615', 'trusted': True}",2020-11-09T14:42:43+0300,2020-11-09T14:42:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=40203297,,https://api.hh.ru/vacancies/40203297?host=hh.ru,https://hh.ru/vacancy/40203297,[],"{'requirement': 'Экономическое или техническое образование. (предпочтительно: ВШЭ, РЭШ, МГУ, МФТИ, но главное - желание). Знания эконометрики, математической статистики, математических методов в экономике...', 'responsibility': 'Построение моделей эластичности спроса на банковские продукты и моделей прогнозирования в ритейле в т.ч. с учётом гео-аналитических данных. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
6,40286712,False,Data Scientist,"{'id': 'severstal-6041-it', 'name': 'Северсталь. ИТ Компания'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,"{'id': '6041', 'name': 'Северсталь, Москва', 'url': 'https://api.hh.ru/employers/6041', 'alternate_url': 'https://hh.ru/employer/6041', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/230978.bmp', '240': 'https://hhcdn.ru/employer-logo/383525.png', '90': 'https://hhcdn.ru/employer-logo/310668.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6041', 'trusted': True}",2020-11-09T10:59:20+0300,2020-11-09T10:59:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=40286712,,https://api.hh.ru/vacancies/40286712?host=hh.ru,https://hh.ru/vacancy/40286712,[],"{'requirement': 'Общий опыт программирования от 3 лет. Опыт работы c задачами Machine Learning от 1 года. Опыт разработки на Python от...', 'responsibility': 'Участвовать в реализации проектов <highlighttext>аналитики</highlighttext> данных (предиктивная <highlighttext>аналитика</highlighttext>, оптимизация, текстовая <highlighttext>аналитика</highlighttext>). Прототипировать, разрабатывать модели, оценивать качества моделей. Доводить задачи от...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
7,39145419,False,Data scientist,,False,False,"{'id': '90', 'name': 'Томск', 'url': 'https://api.hh.ru/areas/90'}",,"{'id': 'open', 'name': 'Открытая'}",,,,"{'id': '2618793', 'name': 'Перфект Арт', 'url': 'https://api.hh.ru/employers/2618793', 'alternate_url': 'https://hh.ru/employer/2618793', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2664426.png', '90': 'https://hhcdn.ru/employer-logo/2664425.png', 'original': 'https://hhcdn.ru/employer-logo-original/555738.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2618793', 'trusted': True}",2020-11-09T14:21:19+0300,2020-11-09T14:21:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=39145419,,https://api.hh.ru/vacancies/39145419?host=hh.ru,https://hh.ru/vacancy/39145419,[],"{'requirement': 'Знание математики (мат статистика, численные методы). Уверенное владение языками Python или R, опыт работы с пакетами-библиотеками применительно к анализу...', 'responsibility': '...больших данных, machine learning, имитационное моделирование сложных систем и визуальной <highlighttext>аналитики</highlighttext>. Предполагается участие в разработке ряда продуктов компании: Построением системы...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
8,40036456,False,Аналитик (Data scientist),,False,False,"{'id': '17', 'name': 'Белгород', 'url': 'https://api.hh.ru/areas/17'}","{'from': 100000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,"{'id': '4979026', 'name': 'Храмцов Вадим Александрович', 'url': 'https://api.hh.ru/employers/4979026', 'alternate_url': 'https://hh.ru/employer/4979026', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4979026', 'trusted': False}",2020-11-10T13:36:47+0300,2020-11-10T13:36:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=40036456,,https://api.hh.ru/vacancies/40036456?host=hh.ru,https://hh.ru/vacancy/40036456,[],"{'requirement': 'Знать и уметь применять методы математической статистики. Знать алгоритмы машинного обучения, основные типы графиков и способы их интерпретации. ', 'responsibility': 'Разработка систем оптимизации принимаемых решений. Генерация features, ad-hoc <highlighttext>аналитика</highlighttext>. Пост анализ запущенных кампаний, оценка всей воронки взаимодействия с пользователем.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
9,40283464,False,Data Scientist,,False,False,"{'id': '3', 'name': 'Екатеринбург', 'url': 'https://api.hh.ru/areas/3'}","{'from': 83700, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': 'Екатеринбург, улица 8 марта 51', 'metro': None, 'metro_stations': [], 'id': '157981'}",,,"{'id': '953', 'name': 'КБ «Уральский банк реконструкции и развития» (УБРиР)', 'url': 'https://api.hh.ru/employers/953', 'alternate_url': 'https://hh.ru/employer/953', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/233241.png', '240': 'https://hhcdn.ru/employer-logo/768501.png', '90': 'https://hhcdn.ru/employer-logo/768500.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=953', 'trusted': True}",2020-11-09T09:48:49+0300,2020-11-09T09:48:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=40283464,,https://api.hh.ru/vacancies/40283464?host=hh.ru,https://hh.ru/vacancy/40283464,[],"{'requirement': 'Опыт в разработке моделей машинного обучения в клиентской и финансовой <highlighttext>аналитике</highlighttext> от 1 года. Знание Python, Spark и Spark streaming...', 'responsibility': 'Построение моделей машинного обучения в области клиентской <highlighttext>аналитики</highlighttext>. Анализ характеристик пользовательского поведения при объёмах данных на уровне десятков миллионов наблюдений. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
